wikipedia|born|institution|field|almamater|doctoraladvisor|contributions|awards|website|nationality|education|fields|institutions|doctoralstudents|influenced|schoolortradition|influences|knownfor|occupation|academicbackground|academicwork|yearsactive|spouses|chinesename|traditionalchinese|simplifiedchinese|transcriptions|standardmandarin|hanyupinyin|citizenship|academicadvisors|politicalparty|employer|thesis|died|parents|children|doctoraladvisors|causeofdeath|restingplace|othernames|partners|notablework|agent|authorabbrevbotany|notablestudents|notableworks|title|discipline|subdiscipline|organization|relatives|majorcompetitions|notes|allegiance|servicebranch|serviceyears|rank|codename|othernotablestudents|height|boardmemberof|department|notablecredits|personal|religion|denomination|synagogue|yeshiva|semicha|koreanname|hangul|hanja|revisedromanization|mccunereischauer|maininterests|predecessor|successor|networth|criminalstatus|criminalcharge|penalty|timeatlarge|details|date|locations|targets|killed|weapons|dateapprehended|genres|instruments|honours|school|lineage|dharmanames|temple|seniorposting|teacher|periodinoffice|patrons|region|chinese|otheracademicadvisors|movement|youtubeinformation|channel|location|genre|subscribers|totalviews|yuecantonese|jyutping|labels|employers|basedin|alsoknownas|areas|pseudonyms|era|signature|residence|ringnames|billedheight|billedweight|billedfrom|trainedby|debut|status|nasaastronaut|timeinspace|selection|totalevas|totalevatime|missions|missioninsignia|notableideas|origin|associatedacts|criminalcharges|haircolor|eyecolor|cnsaastronaut|organisation|personalinformation|hometown|television
Joshua_Gans|['Sydney']|||['University of Queensland']|['Doctoral advisor', 'Paul Milgrom', 'Kenneth Arrow']||['Young Economist Award (page does not exist)']||[]||['Economist']|['University of Toronto', 'University of Melbourne', 'University of New South Wales']|||||['Applied Game Theory (page does not exist)']|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Joshua_Plotkin||||['Harvard University', 'Princeton University', None]|['Doctoral advisor', 'Simon A. Levin']||||[]|||['University of Pennsylvania']||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Joshua_Rosenberg|['United Kingdom']|||||||[None]||||||||||['Solicitor', 'Journalist', 'Author']||||['Melanie Phillips']||||||||||||||[]|||||||||||||||||||||||||||['BBC News', 'Daily Telegraph']|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Juan Pablo_Medina|[]|||||||||||||||||[]|||[]|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Judith_Chevalier||||['Yale University', 'Massachusetts Institute of Technology']|['Doctoral advisor', 'Paul L. Joskow', None, 'David Scharfstein', None]||['Econometric Society', 'American Academy of Arts and Sciences', 'Elaine Bennett Research Prize']|[None]|||['Economics']|['Harvard University', 'University of Chicago Booth School of Business', 'Yale School of Management']||||||||||||||||||||||||[None]||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Julia_Lane||||||||||['Massey University', 'Bachelor of Arts', 'University of Missouri', 'Master of Arts', 'Doctor of Philosophy']||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Julio_Rotemberg|[None, None]|['Harvard Business School', 'MIT Sloan School of Management']|['Monetary economics']|['Princeton University', 'University of California, Berkeley']|['Alan Blinder', 'William Hoban Branson']|[]|||['Argentina']||||||['New Keynesian economics']|||||||||||||||||||[None]||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Jure_Leskovec||||['University of Ljubljana']|['Doctoral advisor', 'Christos Faloutsos', None]||['Lagrange Prize', None, 'Alfred P. Sloan Fellowship', None]||||['Computer Science']|['Stanford University']|||||||||||||||||||||['Thesis', None]|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Justin Yifu_Lin|['Yilan County, Taiwan']|['World Bank', 'Peking University']|['Political economy']|['Republic of China Military Academy', 'National Chengchi University', 'Peking University', 'University of Chicago']|['D. Gale Johnson', 'Theodore Schultz', 'Sherwin Rosen']||||['Chinese people']|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Justin_Wolfers|[None, 'Papua New Guinea', None]|['The Brookings Institution', 'University of Michigan']||['University of Sydney', 'Harvard University']|['Lawrence F. Katz', None, None, 'Olivier Blanchard', None, None]||||['Australian']|||||||||||||||||||||['Christopher Jencks', None, 'Alberto Alesina', None]||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
KC_Claffy||||['Stanford University', 'University of California, San Diego']||||||||[]|||||||||||||||||||||['Thesis', None]|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Kai_Li|[]|||['Jilin University', 'University of Science and Technology of China', 'Yale University']|['Doctoral advisor', 'Paul Hudak', 'Alan Perlis']||||['United States']|||['Princeton University']|||||['Distributed shared memory', 'Data Domain (corporation)']|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Kala_Krishna|['New Delhi', 'India']|||[]||[]||[None]|[]|||[]||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Karen_Pence||||['Swarthmore College', 'University of Wisconsin–Madison']||||[None]|||['Real estate economics', 'Financial economics']|['Federal Reserve Board of Governors']||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Karen_Wilson|[]||||||||[]||['Botany']|['National Herbarium of New South Wales']||||||||||||||||||||||||||||||||['Author citation (botany)']||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Karthik_Krishnan|['Chennai']||||||||[]|||||||||[]||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Kasey_Buckles|[]||||['Doctoral advisor', 'Kevin Lang']|||[None]||['University of Kentucky', 'Boston University']|[]|['University of Notre Dame']||||||||||[]||||||||||||||[]||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Kate_Baldwin|['Evanston, Illinois']|||||||||||||||||[]|||[]|[]||||||||||||||[]||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Kate_Ho|[]|||['Alma mater', 'Cambridge University', 'Harvard University']||||||||['Princeton University']|||||||[]|[]|||||||||[]|||||||||||||||||||['Economics']|['Health Economics', 'Industrial Organization']|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Katherine_Ho|[]|||[]||||||||||||||[]||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Katrina_Ligett||||['Carnegie Mellon University']|['Doctoral advisor', 'Avrim Blum']||||['US']||['Computer Science']|['Hebrew University']|||||['Algorithmic game theory', 'Privacy']|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Kelvin_Tan|['Singapore']||||||||['Singaporean']|||||||||[]|||[]||[]|['Traditional Chinese characters']|['Simplified Chinese characters']|[]|['Standard Chinese']|['Hanyu Pinyin']||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||['Mandopop']|||||||||||||||||||||||['Warner Music Group']|||||||||||||||||||||||||||||||||
Ken_Hendricks|['Janesville, Wisconsin']||||||||[]|||||||||[]||||['Diane Hendricks']||||||||||||['Afton, Wisconsin']||[]||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Kenneth J_Arrow|['New York City, New York']|['Stanford University']|['Microeconomics', 'General equilibrium theory', 'Social choice theory']|['City College of New York', 'Bachelor of Science', 'Columbia University', 'Master of Science', 'Doctor of Philosophy']|['Harold Hotelling']|"['General equilibrium', 'Fundamental theorems of welfare economics', ""Arrow's impossibility theorem"", 'Endogenous growth theory']"|['John Bates Clark Medal', 'Nobel Prize in Economics', 'Von Neumann Theory Prize', 'National Medal of Science', 'Fellow of the Royal Society', None]|[None]|[]||||['David Bradford (economist)', 'Michael Bruno', 'John Geanakoplos', 'Joshua Gans', 'Nancy Gordon', 'Gillian Hadfield', 'John Harsanyi', 'Jan Kmenta', 'Jean-Jacques Laffont', 'Eric S. Maskin', 'Roger Myerson', 'Andrea Prat', None, 'Karl Shell', 'Michael Spence', 'Nancy Stokey', None, 'Menahem E. Yaari (page does not exist)', 'de:Menahem E. Yaari']||['Neoclassical economics']|['Alfred Tarski', None]||||||||||||||||||['Palo Alto, California']||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Kenneth_Hendricks|['Janesville, Wisconsin']||||||||[]|||||||||[]||||['Diane Hendricks']||||||||||||['Afton, Wisconsin']||[]||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Kenneth_Judd|[]|['Stanford University']|['Computational economics']|['University of Wisconsin']|[]||||['United States']|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Kenneth_Singleton|[]|['Stanford University']||['University of Wisconsin–Madison']|['Edgar L. Feige']||||['United States']||||['Lasse Heje Pedersen']|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Kenneth_Train|[]|||['Harvard University', 'University of California, Berkeley']|||||||['Economics']|[]||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Kent_Smetters||||['Ohio State University', 'Harvard University']|||||||['Economics']|['University of Pennsylvania', 'Wharton School']|||||['Insurance', 'Risk management', 'Social Security (United States)']|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Kerwin Kofi_Charles|['Buxton, Guyana']|['Yale School of Management', 'Harris School of Public Policy', 'Gerald R. Ford School of Public Policy']|['Labor Economics']|['University of Miami', 'Cornell University']||||[None]||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Kevin_Carey|[None, 'Santa Barbara, California']|||['Binghamton University', 'The Ohio State University']|||||[]||||||||['Massive Open Online Course', 'Integrated Postsecondary Education Data System']|[]||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Kevin_Lang|[]|||['Oxford University', 'University of Montreal', 'Massachusetts Institute of Technology']||||[None]|||['Economics']|['University of California, Irvine', 'Boston University']|['Kasey Buckles']|||||||||['Shulamit Kahn (page does not exist)']||||||||||||||[]||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Kevin_Murphy|[]|['University of Chicago']|['Social economics']|['University of California, Los Angeles']|['Sherwin Rosen']||['John Bates Clark Medal', 'MacArthur Fellows Program', 'John von Neumann Award']||[]||||['Luis Garicano']||['Chicago School of Economics']|['Armen Alchian', 'Gary Becker', 'Robert Topel (page does not exist)', 'Finis Welch (page does not exist)']||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Keyu_Jin|['Beijing', 'China']|||['High School Affiliated to Renmin University of China', 'Harvard University', 'B.A.', 'M.A.', 'Ph.D.']||||[None]|[]||||||||||||||||||||||||||['Jin Liqun']|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Kirk_White|['Bethel, Vermont', 'Vermont']|||[]||||[None]|[]|[]|||||||[]|[]||||[]|||||||[]|||||||[]|||||||||||[]||||||||||||||['Covenant of the Goddess', 'Cherry Hill Seminary']|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Kjetil_Storesletten|[]|['University of Oslo']|['Macroeconomics']|['Carnegie Mellon University', 'Norwegian School of Economics']||||||||||||['Finn Kydland']||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Koichi_Hamada|['Tokyo', 'Japan']|['Yale University', 'University of Tokyo']|['International economics', 'Law and economics']|['Doctor of Philosophy', 'Master of Arts', 'Master of Arts', 'Bachelor of Arts', 'L.L.B.']|['James Tobin', None]||||['Japan']|||||||['Tjalling Koopmans']||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Konstantin_Sonin|['Moscow']|['University of Chicago', 'National Research University – Higher School of Economics']|['Political economy', 'Development economics', 'Economic theory']|['Moscow State University']|||[]||['Russia']|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Kosali_Simon|['Sri Lanka']|||['Hamilton College (New York)', 'University of Maryland']||||[None]|||[]|['Indiana University', 'Cornell University', 'Michigan State University']||||||||||[]||||||||||||||[]||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Krishna G_Palepu|[]|||['Andhra University', 'Indian Institute of Management Calcutta', 'MIT Sloan School of Management']||||||['M.S.', 'P.G. Diploma', 'Ph.D']||||||||['Professor', 'Author', 'wikt:advisor']|||||||||||[]||||||||||||||||||||||||||||||||['Partners Harvard Medical International', 'Brooks Automation']|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Krishna_Palepu|[]|||['Andhra University', 'Indian Institute of Management Calcutta', 'MIT Sloan School of Management']||||||['M.S.', 'P.G. Diploma', 'Ph.D']||||||||['Professor', 'Author', 'wikt:advisor']|||||||||||[]||||||||||||||||||||||||||||||||['Partners Harvard Medical International', 'Brooks Automation']|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Kyle_Bagwell||['Stanford University']|['Industrial Organization', 'International Trade']|['Stanford University', 'Southern Methodist University']|['Michael H. Riordan']||||['United States']|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Kyle_Carlson|['Stillwater, Minnesota', 'Minnesota', 'United States']|||||||||||||||||||||[]||||||||||||||||||||||||||||||||||||||[]||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||[]|[]|||||
Kyle_Myers|||||||||||||||||||||[]||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||[]|[None]|['Franklin County, Georgia', 'United States']|[]|[]|[]||||||||||||||||||||||||||||||||||||
Kyna_Fong||||['Harvard University', 'Stanford University']|||||[]|[]||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Lance E_Davis|['Seattle']|['California Institute of Technology']||['Johns Hopkins University']||||||||||||||||||||||||||||||[]||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Lans_Bovenberg|['Oosterbeek', 'Netherlands']|||['University of California, Berkeley', 'Econometric Institute', 'Econometrics', 'Operations Research']|['Doctoral advisor', 'Laura Tyson']||['Spinoza Prize', 'Honorary Doctorate', 'University of Ghent']||['Netherlands']||['Public Economics']|['Netspar (page does not exist)', 'Tilburg University']|||||['Population aging', 'Environmental economics', 'Public finance', 'nl:Levensloopregeling']|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Lant_Pritchett|[]||||||||[]|||||||||[]||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Larry_Lang|['Taoyuan City']||||||||[]|['Tunghai University', 'National Taiwan University', 'Wharton School of the University of Pennsylvania']||||||||[None, 'Chinese University of Hong Kong']|||[]|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Larry_Neal|['Atlanta, Georgia']|||['Lincoln University (Pennsylvania)', 'University of Pennsylvania']||||||||['City College of New York', 'Wesleyan University', 'Yale University']||||||||||[]||||||||||||[]||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Larry_Samuelson|[]|['Yale University']||['University of Illinois at Urbana–Champaign']|['Hans Brems']||||['United States']|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Lars E O_Svensson|[]|['Stockholm School of Economics']|['Monetary economics', 'Monetary policy', 'International finance']|['Stockholm University', 'Royal Institute of Technology']|['Lars Werin (page does not exist)', 'sv:Lars Werin']||||['Sweden']||||['Torsten Persson']|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Lars EO_Svensson|[]|['Stockholm School of Economics']|['Monetary economics', 'Monetary policy', 'International finance']|['Stockholm University', 'Royal Institute of Technology']|['Lars Werin (page does not exist)', 'sv:Lars Werin']||||['Sweden']||||['Torsten Persson']|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Lars Peter_Hansen|['Urbana, Illinois']|['University of Chicago', 'Carnegie Mellon University']|['Macroeconomics']|['University of Minnesota', 'Utah State University']|['Christopher A. Sims']|[]|['Frisch Medal', 'BBVA Foundation Frontiers of Knowledge Awards', 'Nobel Memorial Prize in Economics']|[None]|['United States']||||['Narayana Kocherlakota', None, 'Masao Ogaki']||['Chicago School of Economics']|['Thomas J. Sargent', 'Christopher A. Sims']||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Lars_Ljungqvist|[]|['Stockholm School of Economics', 'New York University']|['Macroeconomics']|['University of Minnesota', 'Stockholm School of Economics']|['Neil Wallace']||||['Sweden']|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Lasse Heje_Pedersen|['Copenhagen', 'Denmark']||['Financial Economics']|['Stanford University Graduate School of Business', 'University of Copenhagen']|['Darrell Duffie', 'Kenneth Singleton']||['Germán Bernácer Prize', 'Fama-DFA Prize', 'Michael Brennan Award']||['Denmark']|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Lauren Hersch_Nicholas||||||||||['Cornell University', 'George Washington University', 'Columbia University']||['Johns Hopkins Bloomberg School of Public Health', 'Johns Hopkins School of Medicine', 'University of Michigan']|||||||[]|[]|||||||||||||['Thesis', None]|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Lauren_Cohen|['Cherry Hill, New Jersey']|||['University of Winchester']||||||||||||||[]|||[]||||||||[]|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Laurence_Kotlikoff|[]|['Boston University']|['Public finance']|['Harvard University', 'University of Pennsylvania']|||[]||['Americans']|||||||['Martin Feldstein']||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Laurence_Steinberg||||['Vassar College']|||||['Americans']|||||||||[]||||||||||||||['Temple University']||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Lawrence_Christiano|[]||['Macroeconomics']|['Columbia University', 'London School of Economics', 'University of Minnesota']|['Thomas J. Sargent', 'John B. Taylor']||||['United States']|||['Carnegie Mellon University', 'University of Chicago', 'Northwestern University']||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Leah_Boustan||||['Princeton University', 'Harvard University']|||['IZA Institute of Labor Economics', 'Economic History Association', 'NYU School of Law', 'Alfred P. Sloan Research Fellowship', 'Economic History Association']|[None]|||[]|['University of California at Los Angeles', 'Princeton University']||||||||||[]||||||||||||||[]|['Doctoral advisor', 'Claudia Goldin']|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Leeat_Yariv||['Princeton University']|[]|['Harvard University', 'Tel Aviv University', 'Tel Aviv University']||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Leora_Klapper||||[]||||[None]||||||||||[]||||||||||||||||||||||||[]||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Lin_Peng|['Dalian', 'Liaoning']|||['Central Academy of Drama']||||||||||||||[]|||[]|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Linda_Bell||||||||||['University of Pennsylvania', 'Harvard University']||||||||['Barnard College', 'Economist']||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Linda_Bilmes|[]||[]|['Harvard University', 'Harvard Business School', 'University of Oxford']|||||['United States']|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Linda_Connor|[]||||||||[]||||||||[]|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Linda_Tesar|[]|||['University of Minnesota', 'University of Rochester']||||[None]|||||||||['International Finance', 'International Trade', 'Macroeconomics']|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Linda_Zhao||||['Nankai University', 'Cornell University']|||||||['Statistics']|['University of Pennsylvania']||||||||||['Lawrence D. Brown']||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Lisa_Cook||['Michigan State University']|['Macroeconomics', 'Economic history']|['Spelman College', 'Bachelor of Arts', 'University of Oxford', 'Bachelor of Arts', 'Cheikh Anta Diop University', 'Master of Arts', 'University of California, Berkeley', 'Doctor of Philosophy']|['Barry Eichengreen', 'David Romer']||['Truman Scholar', 'Marshall Scholar']|[None]|['United States']|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Lisa_George|['Grimsby, Lincolnshire']||||||||||||||||['Beth Tinker', 'Coronation Street']|[]|||[]|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Lisa_Kahn||||||||[None]||['Harvard University', 'University of Chicago']||||||||[]||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Lisa_Lynch|['Derby']|||['Loughborough University', 'Goldsmiths College']|||||[]||||||||[]|[]||||||||||||||||['Trinity Hospice']||||[]||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Lori_Beaman|[]|||['Alma mater', 'University of New Brunswick']|||||[]|||['University of Lethbridge', 'Concordia University', 'University of Ottawa']|||||||[]|[]|||||||||||||['Thesis', None]|||||||[]||||||||['Religious studies', 'Sociology']|['Sociology of religion']||||||||||||||||||||||||||['Religion in Canada', 'Critical legal studies', 'Social theory', 'Cultural theory', 'Secularism', 'Feminism']|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||[]||||||||||
Lucas_Chancel|['Grenoble', 'France']||['Public economics', 'Climate change']|['Sciences Po', 'London School of Economics', 'Ecole Polytechnique', 'Imperial College', 'Master of Science', 'School for Advanced Studies in the Social Sciences', 'Université Paris Sciences et Lettres', 'Doctor of Philosophy']|['Thomas Piketty']|||[None]||||['Paris School of Economics', 'Sciences Po']||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Lucrezia_Reichlin|['Rome']||||||||[]|||||||||[]|||||||||||||||||['Alfredo Reichlin', 'Luciana Castellina']|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Ludger_Woessmann|['Sendenhorst', 'North Rhine-Westphalia', 'Germany']|||||||[None]||||||||||[]||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Ludovic_Phalippou|[]|||['Alma mater', 'Toulouse School of Economics', 'University of Southern California', 'INSEAD']||||[None]|[]|[]||['Saïd Business School', 'University of Oxford']||||||[]|[]|[]||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Luigi_Zingales|['Padua, Italy']|['University of Chicago']|['Business economics']|['Bocconi University', 'B.A.', 'MIT', 'Ph.D.']|['James M. Poterba', None, 'Oliver Hart (economist)', None]||||['Italy', 'Americans']|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Luis_Cabral|['Lisbon, Portugal']|['New York University']|['Industrial Organization']|['Stanford University', 'Universidade Nova de Lisboa', 'Catholic University of Portugal']|['Paul Milgrom']||||['Portugal', 'United States']|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Maitreesh_Ghatak|[]|['London School of Economics']|['Development economics', 'Microeconomics', 'Public Economics']|['University of Calcutta', 'B.Sc.', 'University of Delhi', 'M.A.', 'Harvard University', 'Ph.D.']|['Eric Maskin']|['Microfinance']|||[]||||||['Development Economist']|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Malcolm_Baker||||['Cambridge University', 'M.Phil.', 'Brown University', 'Bachelor of Arts']|||['Brattle Prize']||[]||[]|['Harvard Business School', 'Harvard University']|||||[]|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Manisha_Shah||['UCLA']|[]|['University of California, Berkeley']|['Ethan Ligon (page does not exist)']|||[None]|||||||||||||||||||||[]|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Marc_Melitz|[]|['Harvard University']|['International economics']|['University of Michigan', 'University of Maryland, College Park', 'Haverford College']|['James A. Levinsohn (page does not exist)', None]|['New Trade Theory']|||['Americans']||||||['New Keynesian economics']|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
